Epoch,loss,accuracy,validation loss,validation accuracy
1,0.2333226352930069,0.1559441238641739,1.8909633159637451,0.20646420121192932
2,0.20666535198688507,0.17214113473892212,1.8685282468795776,0.19977709650993347
3,0.19479916989803314,0.21871189773082733,1.75227952003479,0.29088881611824036
4,0.1846608817577362,0.2905360758304596,1.673203706741333,0.31568682193756104
5,0.17394796013832092,0.35072624683380127,1.6003313064575195,0.3633323907852173
6,0.16141322255134583,0.3958340585231781,1.5457600355148315,0.3850654661655426
7,0.15221253037452698,0.4379114508628845,1.3199268579483032,0.4800780117511749
8,0.14296884834766388,0.4725695848464966,1.3171485662460327,0.4984675347805023
9,0.13537171483039856,0.5044411420822144,1.2902740240097046,0.4965171217918396
10,0.13154882192611694,0.5143682956695557,1.2189443111419678,0.5254945755004883
11,0.12462682276964188,0.5368003249168396,1.1971558332443237,0.537754237651825
12,0.11750722676515579,0.5610784292221069,1.1625807285308838,0.5558651685714722
13,0.11761743575334549,0.5610435605049133,1.169387936592102,0.5477849245071411
14,0.10689928382635117,0.5918353199958801,1.0957696437835693,0.5703538656234741
15,0.10403652489185333,0.6028074622154236,1.1412543058395386,0.5764837265014648
16,0.10028313845396042,0.6223135590553284,1.0944455862045288,0.5959877371788025
17,0.09185487776994705,0.6489254236221313,1.0853420495986938,0.5965449810028076
18,0.0876443088054657,0.6641819477081299,1.0456738471984863,0.6191139817237854
19,0.08249834179878235,0.6864049434661865,1.0429531335830688,0.6132627725601196
20,0.0776948407292366,0.7080009579658508,1.1304739713668823,0.592644214630127
21,0.07203904539346695,0.7274373769760132,1.1403300762176514,0.5865143537521362
22,0.06317620724439621,0.7626180052757263,1.0534857511520386,0.6383393406867981
23,0.0599864162504673,0.7760980725288391,1.0935744047164917,0.6277514696121216
24,0.05297057703137398,0.805252730846405,1.1591027975082397,0.6263583302497864
25,0.05650916323065758,0.793967068195343,1.1486914157867432,0.6202284693717957
26,0.04471587389707565,0.8384478688240051,1.273213505744934,0.6196712255477905
27,0.03631575405597687,0.8701452612876892,1.3001011610031128,0.645026445388794
28,0.0339178629219532,0.8782960176467896,1.3437539339065552,0.6182780861854553
29,0.030415255576372147,0.8921940922737122,1.4298222064971924,0.6154918074607849
30,0.0280684232711792,0.9022606015205383,1.5026445388793945,0.6355530619621277
31,0.023666292428970337,0.9152530431747437,1.4287118911743164,0.6324881315231323
32,0.026376765221357346,0.9063708186149597,1.4211130142211914,0.6408470273017883
33,0.022943876683712006,0.9182834625244141,1.5585814714431763,0.6349958181381226
34,0.021782003343105316,0.9256330728530884,1.4822434186935425,0.6174421906471252
35,0.03814001753926277,0.8725835084915161,1.3030771017074585,0.6266369223594666
36,0.02671431005001068,0.9065449833869934,1.4476122856140137,0.630537748336792
37,0.0170804001390934,0.9423177242279053,1.6039464473724365,0.6416829228401184
38,0.014606470242142677,0.9501201510429382,1.705863118171692,0.6433547139167786
39,0.01562128309160471,0.9482392072677612,1.6855484247207642,0.6358317136764526
40,0.013902363367378712,0.9535337090492249,1.689443588256836,0.6383393406867981
41,0.013064935803413391,0.9552404880523682,1.7315150499343872,0.6375035047531128
42,0.0163134578615427,0.9452784657478333,1.7148425579071045,0.6444692015647888
43,0.017242560163140297,0.9429447054862976,1.673895239830017,0.6269155740737915
44,0.015165065415203571,0.9488313794136047,1.7298473119735718,0.6349958181381226
45,0.011494987644255161,0.9625901579856873,1.7274607419967651,0.6330454349517822
46,0.01048219297081232,0.9637744426727295,1.8082703351974487,0.638617992401123
47,0.011992947198450565,0.9613361954689026,1.7287609577178955,0.65338534116745
48,0.011353883892297745,0.961301326751709,1.8089394569396973,0.6246865391731262
49,0.018023435026407242,0.941133439540863,1.6794068813323975,0.631652295589447
50,0.01198217086493969,0.9585495591163635,1.735814094543457,0.6366676092147827
51,0.012761393561959267,0.9572955965995789,1.7591028213500977,0.6355530619621277
52,0.009473119862377644,0.968825101852417,1.8823491334915161,0.6402897834777832
53,0.025236567482352257,0.9205475449562073,1.5439122915267944,0.638896644115448
54,0.013480507768690586,0.9542652368545532,1.7046642303466797,0.6444692015647888
55,0.00956865306943655,0.9664216637611389,1.8600612878799438,0.6466982364654541
56,0.008136567659676075,0.9719600081443787,1.8759948015213013,0.637782096862793
57,0.008586304262280464,0.9720993638038635,1.881081461906433,0.6411256790161133
58,0.008837610483169556,0.9715768694877625,1.8983639478683472,0.6455837488174438
59,0.009173248894512653,0.9703577160835266,1.8960317373275757,0.6478127837181091
