Epoch,loss,accuracy,validation loss,validation accuracy
1,2.0886921882629395,0.168319970369339,1.9555555582046509,0.23934243619441986
2,1.7541072368621826,0.2916542887687683,1.70023512840271,0.3062134385108948
3,1.4121263027191162,0.4593604505062103,1.2981147766113281,0.4951239824295044
4,1.2374871969223022,0.5276903510093689,1.276890754699707,0.5096126794815063
5,1.1338045597076416,0.571567177772522,1.1578923463821411,0.5472276210784912
6,1.0499876737594604,0.6034452319145203,1.2842955589294434,0.530509889125824
7,0.9466070532798767,0.6473814249038696,1.096588373184204,0.584006667137146
8,0.9491181969642639,0.6490446329116821,1.0254119634628296,0.6166062951087952
9,0.8327637910842896,0.6968221068382263,1.027491807937622,0.6188353300094604
10,0.752238392829895,0.7326799035072327,1.0506795644760132,0.6205071210861206
11,0.6810445189476013,0.7624987363815308,1.09881591796875,0.6230147480964661
12,0.6096459627151489,0.7908722162246704,1.1024658679962158,0.61521315574646
13,0.5706232190132141,0.8063161969184875,1.0941321849822998,0.6405683755874634
14,0.4597685635089874,0.8472824692726135,1.096502661705017,0.6411256790161133
15,0.3924922049045563,0.8730224967002869,1.2343140840530396,0.6263583302497864
16,0.4204745888710022,0.8630432486534119,1.222617506980896,0.6444692015647888
17,0.2992568910121918,0.9051380753517151,1.2918566465377808,0.6352744698524475
18,0.2588747441768646,0.9187209010124207,1.3067636489868164,0.6425188183784485
19,0.2449978142976761,0.9229977130889893,1.424235463142395,0.6380607485771179
20,0.23499587178230286,0.9259677529335022,1.4124068021774292,0.6497631669044495
21,0.21477007865905762,0.9315711259841919,1.4621063470840454,0.6478127837181091
22,0.2355392575263977,0.9255717396736145,1.3905143737792969,0.6500418186187744
23,0.1766967475414276,0.9445995688438416,1.5947624444961548,0.6366676092147827
24,0.14967724680900574,0.953667938709259,1.612998366355896,0.6503204107284546
25,0.1535325050354004,0.9533709287643433,1.6376094818115234,0.6489272713661194
26,0.15088629722595215,0.9537867307662964,1.5976221561431885,0.6478127837181091
27,0.17312350869178772,0.9461241364479065,1.601874589920044,0.6486486196517944
28,0.1212356761097908,0.9625581502914429,1.6248658895492554,0.6547784805297852
29,0.13391371071338654,0.9594297409057617,1.785408854484558,0.6397325396537781
30,0.12790711224079132,0.960261344909668,1.6086597442626953,0.661465585231781
31,0.11445564776659012,0.9659835696220398,1.744913935661316,0.6578434109687805
32,0.11217371374368668,0.9664785861968994,1.6873661279678345,0.6453050971031189
33,0.11100899428129196,0.9666765928268433,1.7753947973251343,0.661465585231781
34,0.10821326822042465,0.9673497676849365,1.7320642471313477,0.6494845151901245
35,0.10252947360277176,0.9685377478599548,1.7671955823898315,0.6430760622024536
36,0.09407179802656174,0.9709335565567017,1.7350959777832031,0.654499888420105
37,0.09161170572042465,0.9722997546195984,1.7402468919754028,0.6525494456291199
38,0.09812027215957642,0.9700227975845337,1.755761981010437,0.6455837488174438
39,0.08604048192501068,0.9733293652534485,1.7112467288970947,0.6556143760681152
40,0.08823143690824509,0.9735669493675232,1.7766451835632324,0.6519922018051147
41,0.08577416837215424,0.9740025997161865,1.7987241744995117,0.6519922018051147
42,0.07944295555353165,0.9762795567512512,1.8508261442184448,0.6475341320037842
43,0.07935301214456558,0.9760617613792419,1.9626227617263794,0.6422401666641235
44,0.07379265129566193,0.9776656031608582,1.8723007440567017,0.6606296896934509
45,0.07914698868989944,0.975447952747345,1.8886994123458862,0.6497631669044495
46,0.09545605629682541,0.9711117744445801,1.798877477645874,0.65338534116745
47,0.07071103155612946,0.9790911674499512,1.9005597829818726,0.65422123670578
48,0.06590363383293152,0.980259358882904,1.9097198247909546,0.661744236946106
49,0.07100150734186172,0.9785565733909607,1.9494026899337769,0.6497631669044495
50,0.06595136970281601,0.981486976146698,1.9464000463485718,0.6553357243537903
51,0.0680479109287262,0.9794277548789978,1.9553439617156982,0.6497631669044495
52,0.06352156400680542,0.9807345867156982,2.0057685375213623,0.6500418186187744
53,0.061039507389068604,0.9822790026664734,1.9932812452316284,0.6517135500907898
54,0.07077845185995102,0.9784773588180542,1.979547381401062,0.6609083414077759
55,0.06378475576639175,0.981031596660614,1.9521398544311523,0.6603510975837708
56,0.0555582121014595,0.9826551675796509,2.1749050617218018,0.6285873651504517
57,0.06972065567970276,0.9791505932807922,1.9675242900848389,0.6489272713661194
58,0.05542609095573425,0.9837639927864075,2.0274407863616943,0.6656450033187866
59,0.05352289229631424,0.9842787981033325,2.068084955215454,0.6597937941551208
60,0.05780603364109993,0.9829719662666321,2.1366934776306152,0.6553357243537903
61,0.05697578936815262,0.9831303954124451,2.1162595748901367,0.6536639928817749
62,0.05706769973039627,0.9827343821525574,2.0247130393981934,0.6609083414077759
63,0.05482305586338043,0.9833877682685852,2.0648245811462402,0.6503204107284546
64,0.057445988059043884,0.9824175834655762,1.982550024986267,0.6556143760681152
65,0.05885028466582298,0.9821403622627258,1.9846770763397217,0.6631373763084412
66,0.04966380074620247,0.9845559597015381,2.0714330673217773,0.6653664112091064
67,0.04456128925085068,0.9862191677093506,2.0224568843841553,0.6575647592544556
68,0.048691000789403915,0.9858033657073975,2.026768445968628,0.6586793065071106
69,0.05208810046315193,0.9839422106742859,2.131274700164795,0.6505990624427795
70,0.0478324256837368,0.9861993789672852,2.024372100830078,0.6595152020454407
71,0.072052501142025,0.9779625535011292,1.988487958908081,0.6597937941551208
72,0.038271524012088776,0.9881595969200134,2.1295971870422363,0.6636946201324463
73,0.041402753442525864,0.98746657371521,2.0710432529449463,0.6550571322441101
74,0.036638323217630386,0.9888724088668823,2.240818500518799,0.6603510975837708
75,0.03934155032038689,0.9880210161209106,2.1922318935394287,0.645026445388794
76,0.04429049417376518,0.9864766001701355,2.1527769565582275,0.6620228290557861
77,0.04265482723712921,0.9871299862861633,2.1424901485443115,0.65338534116745
78,0.04776898771524429,0.9855262041091919,2.1016786098480225,0.645862340927124
79,0.04559886083006859,0.9860607981681824,2.0781853199005127,0.6570075154304504
80,0.040164850652217865,0.986912190914154,2.193502426147461,0.6620228290557861
81,0.040804654359817505,0.987011194229126,2.220968008041382,0.6575647592544556
82,0.04666631296277046,0.9861993789672852,2.159933567047119,0.6564502716064453
83,0.041040219366550446,0.9869319796562195,2.2275710105895996,0.6589578986167908
84,0.038538627326488495,0.9880605936050415,2.1774260997772217,0.6678740382194519
85,0.049925342202186584,0.9844569563865662,2.094688653945923,0.6539425849914551
86,0.035776909440755844,0.9890704154968262,2.1580889225006104,0.6645305156707764
87,0.03856966644525528,0.9881991744041443,2.102729320526123,0.6528280973434448
88,0.04237096756696701,0.9864963889122009,2.106795072555542,0.6609083414077759
89,0.03790048509836197,0.9886744022369385,2.2565300464630127,0.654499888420105
90,0.03526931256055832,0.9888327717781067,2.176690101623535,0.6581220626831055
91,0.038087889552116394,0.9885357618331909,2.10463547706604,0.6628587245941162
92,0.03990371152758598,0.988951563835144,2.266761064529419,0.6578434109687805
93,0.03843170404434204,0.9884566068649292,2.1140832901000977,0.661465585231781
94,0.034399330615997314,0.9892287850379944,2.148477792739868,0.6600724458694458
95,0.040328703820705414,0.9876052141189575,2.1614139080047607,0.6525494456291199
