Epoch,loss,accuracy,validation loss,validation accuracy
1,2.02756929397583,0.21778041124343872,2.2488348484039307,0.2192811369895935
2,1.540126919746399,0.4091871976852417,1.5144076347351074,0.41153523325920105
3,1.269526481628418,0.519255518913269,1.3719592094421387,0.4745054244995117
4,1.1112043857574463,0.5814077854156494,1.2500022649765015,0.5213151574134827
5,1.0088051557540894,0.6237401962280273,1.3471430540084839,0.500417947769165
6,0.9844088554382324,0.6338184475898743,1.2881073951721191,0.5215937495231628
7,0.8751444220542908,0.6758736968040466,1.2054628133773804,0.5399832725524902
8,0.8183091878890991,0.7023264765739441,1.249795913696289,0.5280022025108337
9,0.7629188895225525,0.7249975204467773,1.2671445608139038,0.5310671329498291
10,0.7003380656242371,0.7484209537506104,1.2380266189575195,0.5511284470558167
11,0.6513248085975647,0.7689337730407715,1.2907516956329346,0.5254945755004883
12,0.6038234829902649,0.7859815955162048,1.2428936958312988,0.5619949698448181
13,0.5551237463951111,0.8050885796546936,1.227240800857544,0.5661744475364685
14,0.5115362405776978,0.819938600063324,1.156294345855713,0.592365562915802
15,0.4783620834350586,0.8326898217201233,1.2860150337219238,0.5539147257804871
16,0.4595023989677429,0.8402732610702515,1.3398648500442505,0.5494566559791565
17,0.4156818985939026,0.8542322516441345,1.3108559846878052,0.561437726020813
18,0.40350446105003357,0.8603702783584595,1.3401824235916138,0.5564224123954773
19,0.3838939964771271,0.8659934401512146,1.3263039588928223,0.5736973881721497
20,0.3508841097354889,0.8777942657470703,1.3589208126068115,0.5723042488098145
21,0.34731608629226685,0.8796159029006958,1.317180871963501,0.5870715975761414
22,0.31629011034965515,0.8911395072937012,1.4071133136749268,0.5628308653831482
23,0.2996183931827545,0.8972774744033813,1.2664417028427124,0.6090832948684692
24,0.28693610429763794,0.9024453163146973,1.2714165449142456,0.6040679812431335
25,0.28112679719924927,0.9040095210075378,1.3762876987457275,0.5890220403671265
26,0.2716987133026123,0.9063261151313782,1.4626158475875854,0.5881861448287964
27,0.2692939341068268,0.9060686826705933,1.3893969058990479,0.5853998064994812
28,0.24731887876987457,0.9157311320304871,1.4178560972213745,0.5867930054664612
29,0.24260501563549042,0.9162260890007019,1.4313836097717285,0.5906937718391418
30,0.22734114527702332,0.9226215481758118,1.4124470949172974,0.5893006324768066
31,0.2261534035205841,0.9239678978919983,1.432177186012268,0.5823349356651306
32,0.21699663996696472,0.9260271191596985,1.421248435974121,0.5906937718391418
33,0.20690061151981354,0.929274320602417,1.431467890739441,0.5957090854644775
34,0.21005117893218994,0.9274725317955017,1.4487335681915283,0.5909724235534668
35,0.20448410511016846,0.930244505405426,1.454810619354248,0.5973808765411377
36,0.20143109560012817,0.9303237199783325,1.5287351608276367,0.5801059007644653
37,0.18507060408592224,0.9381645321846008,1.4987702369689941,0.5893006324768066
38,0.18056263029575348,0.9378873109817505,1.6623718738555908,0.5723042488098145
39,0.1933131068944931,0.9341253638267517,1.5013537406921387,0.5884647369384766
40,0.174351304769516,0.9399861693382263,1.4975733757019043,0.5887433886528015
41,0.1757020503282547,0.9403425455093384,1.5186576843261719,0.5887433886528015
42,0.1665804237127304,0.9436293244361877,1.5073777437210083,0.5893006324768066
43,0.16005834937095642,0.9466191530227661,1.4837539196014404,0.5937587022781372
44,0.15827278792858124,0.9463419318199158,1.5735281705856323,0.5787127614021301
45,0.15828758478164673,0.9474111199378967,1.5032069683074951,0.5870715975761414
46,0.15561366081237793,0.9475299715995789,1.440464735031128,0.6043466329574585
47,0.14984281361103058,0.9486585259437561,1.547922134399414,0.5828921794891357
48,0.15039290487766266,0.9492723345756531,1.5957622528076172,0.5870715975761414
49,0.1451132595539093,0.9517473578453064,1.6608892679214478,0.5837280750274658
50,0.14086204767227173,0.95269775390625,1.5493628978729248,0.6065756678581238
51,0.13758154213428497,0.9536085724830627,1.593775749206543,0.5879074931144714
52,0.15448105335235596,0.9478269219398499,1.5611096620559692,0.6074115633964539
53,0.13196426630020142,0.9562419652938843,1.612195611000061,0.5968236327171326
54,0.12827081978321075,0.9573111534118652,1.5474064350128174,0.6032320857048035
55,0.13044533133506775,0.9554301500320435,1.594728708267212,0.584006667137146
56,0.12674762308597565,0.957093358039856,1.6134846210479736,0.5887433886528015
57,0.12695616483688354,0.9584595561027527,1.5674062967300415,0.5954304933547974
58,0.13077646493911743,0.9568359851837158,1.5148069858551025,0.6166062951087952
59,0.11670419573783875,0.9612909555435181,1.6107537746429443,0.599609911441803
60,0.11966479569673538,0.9607167840003967,1.5915037393569946,0.6035107374191284
61,0.11686858534812927,0.9618255496025085,1.6046531200408936,0.5987740159034729
62,0.11343705654144287,0.9618057608604431,1.61234712600708,0.6026748418807983
63,0.13757948577404022,0.9533709287643433,1.5765613317489624,0.6012817025184631
64,0.1116093173623085,0.9629343748092651,1.5888019800186157,0.5984954237937927
65,0.10399292409420013,0.9654291868209839,1.6811819076538086,0.5870715975761414
66,0.10944068431854248,0.962459146976471,1.6247572898864746,0.6121482253074646
67,0.10826791077852249,0.9647757411003113,1.552947998046875,0.614934504032135
68,0.10501633584499359,0.9645183682441711,1.6204601526260376,0.6026748418807983
69,0.10694924741983414,0.964043140411377,1.6754975318908691,0.5831707715988159
70,0.10876107215881348,0.9629937410354614,1.5369058847427368,0.6121482253074646
71,0.10528042912483215,0.9657261371612549,1.6419405937194824,0.592086911201477
72,0.09962277114391327,0.9664389491081238,1.610106348991394,0.5979381203651428
73,0.09973409026861191,0.9666369557380676,1.5906237363815308,0.6143772602081299
74,0.09897413849830627,0.9677259922027588,1.682201862335205,0.5982167720794678
75,0.11280307918787003,0.9630729556083679,1.6522225141525269,0.6026748418807983
76,0.09344286471605301,0.9679833650588989,1.6448190212249756,0.5979381203651428
77,0.09806880354881287,0.9672309756278992,1.6309131383895874,0.592644214630127
78,0.0897689163684845,0.9699831604957581,1.6735477447509766,0.6129841208457947
79,0.09469787776470184,0.968557596206665,1.5862752199172974,0.6057397723197937
80,0.10154152661561966,0.96523118019104,1.6656180620193481,0.5943159461021423
81,0.09017732739448547,0.9697257876396179,1.6596118211746216,0.6110337376594543
82,0.09222115576267242,0.968557596206665,1.6287341117858887,0.6060183644294739
83,0.08735016733407974,0.9714681506156921,1.6957035064697266,0.5945945978164673
84,0.09047801792621613,0.9699633717536926,1.7132084369659424,0.5968236327171326
85,0.0862797349691391,0.9708543419837952,1.7090208530426025,0.5954304933547974
86,0.09793577343225479,0.9672111868858337,1.6488592624664307,0.5906937718391418
87,0.09043842554092407,0.9699039459228516,1.6629170179367065,0.6143772602081299
88,0.08581551164388657,0.9709137678146362,1.6182289123535156,0.614934504032135
89,0.08981876075267792,0.9705771803855896,1.6261390447616577,0.6093619465827942
90,0.09896013885736465,0.9666171669960022,1.674920678138733,0.6082473993301392
91,0.08460750430822372,0.9722403883934021,1.724635362625122,0.6054611206054688
92,0.08090363442897797,0.9733887910842896,1.6900349855422974,0.606854259967804
93,0.0789298266172409,0.9732303619384766,1.6958643198013306,0.6040679812431335
94,0.08190251141786575,0.9733690023422241,1.6339232921600342,0.6010030508041382
95,0.08173055946826935,0.972279965877533,1.7249797582626343,0.5979381203651428
96,0.07949777692556381,0.9732303619384766,1.6644632816314697,0.6054611206054688
97,0.09525606781244278,0.9677853584289551,1.7217425107955933,0.6035107374191284
98,0.0797484740614891,0.9730719923973083,1.7570570707321167,0.5934800505638123
99,0.07588058710098267,0.9743391871452332,1.7912769317626953,0.5976595282554626
100,0.07582509517669678,0.9753291606903076,1.7470884323120117,0.607968807220459
